POS,Name,First.Name,Last.Name,ORG,HT,WT,B,T,VAL,CTM,CFR,CYear,CEra,CType,ST,CID,Tier,Title,L10,VAR,VLvl,CON,BABIP,GAP,POW,EYE,K.s,BA.vL,CON.vL,GAP.vL,POW.vL,EYE.vL,K.vL,BA.vR,CON.vR,GAP.vR,POW.vR,EYE.vR,K.vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON.1,PBABIP,HRR,STU.vL,MOV.vL,CON.vL.1,PBABIP.vL,HRR.vL,STU.vR,MOV.vR,CON.vR.1,PBABIP.vR,HRR.vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G.F,VELO,Slot,PT,STM,HLD,C.ABI,C.FRM,C.ARM,IF.RNG,IF.ERR,IF.ARM,TDP,OF.RNG,OF.ERR,OF.ARM,P,C,X1B,X2B,X3B,SS,LF,CF,RF,P.Pot,C.Pot,X1B.Pot,X2B.Pot,X3B.Pot,SS.Pot,LF.Pot,CF.Pot,RF.Pot,SPE,SR,STE,RUN,G,GS,PA,AB,H,X1B.1,X2B.1,X3B.1,HR,RBI,R,BB,IBB,HP,SH,SF,CI,SO,GIDP,RC,OPS,WPA,wRC,wRAA,WAR,PI.PA,SB,CS,BatR,wSB,UBR,BsR,G.1,GS.1,W,L,HLD.1,SD,MD,IP,BF,AB.1,X1B.2,X2B.2,X3B.2,HR.1,R.1,ER,BB.1,IBB.1,K,HP.1,SH.1,SF.1,WP,BK,CI.1,DP,GF,IR,IRS,pLi,PI,GB,FB.1,SB.1,CS.1,WPA.1,WAR.1,rWAR,SIERA,POS.1,G.2,GS.2,TC,A,PO,E,DP.1,TP,RNG,ZR,EFF,SBA,RTO,IP.1,PB,CER,BIZ.R,BIZ.Rm,BIZ.L,BIZ.Lm,BIZ.E,BIZ.Em,BIZ.U,BIZ.Um,BIZ.Z,BIZ.Zm,FRM,ARM,exptime
SS,Willy Adames,Willy,Adames,Tulsa Doom,6' 0',205 lbs,R,R,59,Milwaukee Brewers,MIL,2021,2015+,UnH,PTCS,73942,Iron,PTCS 7 - Unsung Heroes  SS Willy Adames  MIL  2021,0,N,-1,74,86,107,102,88,62,78,66,77,110,93,56,90,76,118,100,86,65,58,69,Normal,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,92-94,OTT,Normal,1,19,NA,NA,NA,84,74,111,64,10,7,4,NA,NA,NA,90,NA,85,NA,NA,NA,132,NA,NA,90,NA,85,NA,NA,NA,72,25,49,69,8,8,39,35,11,7,1,0,3,7,7,4,0,0,0,0,0,6,3,6.8,0.985,0.21,7,1,0.2,3.72,0,0,1,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,46,26,20,0,9,0,5.75,0.4,1.043,0,0,72,0,0,16,14,2,2,7,3,3,2,3,0,0,0,2025-12-30 23:32:19.263036
SS,Willy Adames,Willy,Adames,Burlington Bees,6' 0',205 lbs,R,R,59,Milwaukee Brewers,MIL,2021,2015+,UnH,PTCS,73942,Iron,PTCS 7 - Unsung Heroes  SS Willy Adames  MIL  2021,0,N,-1,74,86,107,102,88,62,78,66,77,110,93,56,90,76,118,100,86,65,58,69,Normal,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,92-94,OTT,Normal,1,19,NA,NA,NA,84,74,111,64,10,7,4,NA,NA,NA,90,NA,85,NA,NA,NA,132,NA,NA,90,NA,85,NA,NA,NA,72,25,49,69,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.09,0,-1.6,-0.1,3.75,0,0,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,3,2,1,0,0,0,3.38,0.1,1.048,0,0,8,0,0,3,3,0,0,0,0,0,0,1,0,0,0,2025-12-30 23:32:19.263036
SS,Willy Adames,Willy,Adames,Winnipeg GoJetsGo,6' 0',205 lbs,R,R,59,Milwaukee Brewers,MIL,2021,2015+,UnH,PTCS,73942,Iron,PTCS 7 - Unsung Heroes  SS Willy Adames  MIL  2021,0,N,-1,74,86,107,102,88,62,78,66,77,110,93,56,90,76,118,100,86,65,58,69,Normal,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,92-94,OTT,Normal,1,19,NA,NA,NA,84,74,111,64,10,7,4,NA,NA,NA,90,NA,85,NA,NA,NA,132,NA,NA,90,NA,85,NA,NA,NA,72,25,49,69,17,17,78,71,28,17,7,0,4,21,13,6,0,0,0,1,0,4,3,19.5,1.098,0.76,19,6,0.4,3.44,0,0,6,0,-2.2,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,10,59,35,22,2,8,0,5.92,-0.8,0.949,0,0,86.2,0,0,35,32,4,1,5,3,5,1,3,0,0,0,2025-12-30 23:32:19.263036
SS,Willy Adames,Willy,Adames,Lexington Minutemen,6' 0',205 lbs,R,R,59,Milwaukee Brewers,MIL,2021,2015+,UnH,PTCS,73942,Iron,PTCS 7 - Unsung Heroes  SS Willy Adames  MIL  2021,0,N,-1,74,86,107,102,88,62,78,66,77,110,93,56,90,76,118,100,86,65,58,69,Normal,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,92-94,OTT,Normal,1,19,NA,NA,NA,84,74,111,64,10,7,4,NA,NA,NA,90,NA,85,NA,NA,NA,132,NA,NA,90,NA,85,NA,NA,NA,72,25,49,69,15,15,69,60,17,10,2,0,5,12,15,8,0,0,0,1,0,12,1,12.9,0.929,0,11,-0.1,0,3.75,1,0,-0.1,0.2,-0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,7,5,1,1,0,0,6,-0.3,0.873,0,0,9,0,0,5,4,1,0,0,0,1,0,1,1,0,0,2025-12-30 23:32:19.263036
SS,Willy Adames,Willy,Adames,Lyman Greyhounds - PCK,6' 0',205 lbs,R,R,59,Milwaukee Brewers,MIL,2021,2015+,UnH,PTCS,73942,Iron,PTCS 7 - Unsung Heroes  SS Willy Adames  MIL  2021,0,N,-1,74,86,107,102,88,62,78,66,77,110,93,56,90,76,118,100,86,65,58,69,Normal,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,92-94,OTT,Normal,1,19,NA,NA,NA,84,74,111,64,10,7,4,NA,NA,NA,90,NA,85,NA,NA,NA,132,NA,NA,90,NA,85,NA,NA,NA,72,25,49,69,6,6,30,24,8,4,2,0,2,8,7,5,0,0,0,1,0,4,0,7.7,1.1,0.62,7,2,0.2,3.7,0,0,2,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,38,25,12,1,4,0,6.09,-0.4,1.011,0,0,54.2,0,0,30,25,2,2,6,2,2,1,6,1,0,0,2025-12-30 23:32:19.263036
SS,Willy Adames,Willy,Adames,Greenisland Blue Jays,6' 0',205 lbs,R,R,59,Milwaukee Brewers,MIL,2021,2015+,UnH,PTCS,73942,Iron,PTCS 7 - Unsung Heroes  SS Willy Adames  MIL  2021,0,N,-1,74,86,107,102,88,62,78,66,77,110,93,56,90,76,118,100,86,65,58,69,Normal,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,92-94,OTT,Normal,1,19,NA,NA,NA,84,74,111,64,10,7,4,NA,NA,NA,90,NA,85,NA,NA,NA,132,NA,NA,90,NA,85,NA,NA,NA,72,25,49,69,17,17,82,74,19,6,7,0,6,18,13,6,0,0,0,2,0,14,2,13.2,0.899,0.51,11,-2.8,-0.1,3.71,1,0,-2.8,0.2,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,5,1,3,1,0,0,4.32,-0.4,0.699,0,0,8.1,0,0,3,2,0,0,1,1,1,0,1,0,0,0,2025-12-30 23:32:19.263036
SS,Willy Adames,Willy,Adames,Indiana Rhubarbs,6' 0',205 lbs,R,R,59,Milwaukee Brewers,MIL,2021,2015+,UnH,PTCS,73942,Iron,PTCS 7 - Unsung Heroes  SS Willy Adames  MIL  2021,0,N,-1,74,86,107,102,88,62,78,66,77,110,93,56,90,76,118,100,86,65,58,69,Normal,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,92-94,OTT,Normal,1,19,NA,NA,NA,84,74,111,64,10,7,4,NA,NA,NA,90,NA,85,NA,NA,NA,132,NA,NA,90,NA,85,NA,NA,NA,72,25,49,69,7,7,31,27,4,1,2,0,1,2,5,4,0,0,0,0,0,8,0,2.3,0.591,-0.1,1,-4,-0.3,3.52,0,1,-4,-0.6,0.1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,11,8,3,0,2,0,5.71,-0.1,1.046,0,0,17.1,0,0,9,8,0,0,0,0,2,0,0,0,0,0,2025-12-30 23:32:19.263036
SS,Willy Adames,Willy,Adames,Queso Cats,6' 0',205 lbs,R,R,59,Milwaukee Brewers,MIL,2021,2015+,UnH,PTCS,73942,Iron,PTCS 7 - Unsung Heroes  SS Willy Adames  MIL  2021,0,N,-1,74,86,107,102,88,62,78,66,77,110,93,56,90,76,118,100,86,65,58,69,Normal,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,92-94,OTT,Normal,1,19,NA,NA,NA,84,74,111,64,10,7,4,NA,NA,NA,90,NA,85,NA,NA,NA,132,NA,NA,90,NA,85,NA,NA,NA,72,25,49,69,20,20,95,91,32,20,5,2,5,21,14,4,0,0,0,0,0,14,3,19.8,0.994,0.35,19,2.7,0.3,3.26,0,0,2.7,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:32:19.263036
SS,Willy Adames,Willy,Adames,Michigan Wolves,6' 0',205 lbs,R,R,59,Milwaukee Brewers,MIL,2021,2015+,UnH,PTCS,73942,Iron,PTCS 7 - Unsung Heroes  SS Willy Adames  MIL  2021,0,N,-1,74,86,107,102,88,62,78,66,77,110,93,56,90,76,118,100,86,65,58,69,Normal,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,92-94,OTT,Normal,1,19,NA,NA,NA,84,74,111,64,10,7,4,NA,NA,NA,90,NA,85,NA,NA,NA,132,NA,NA,90,NA,85,NA,NA,NA,72,25,49,69,9,9,40,34,9,5,2,0,2,7,7,5,0,0,0,1,0,5,2,5.6,0.85,0.2,5,-1.1,0.2,3.62,0,0,-1.1,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,45,27,18,0,9,0,6.75,1.7,1.088,0,0,60,0,0,19,18,5,5,2,2,5,1,5,2,0,0,2025-12-30 23:32:19.263036
SS,Willy Adames,Willy,Adames,Zzyzz Vowels,6' 0',205 lbs,R,R,59,Milwaukee Brewers,MIL,2021,2015+,UnH,PTCS,73942,Iron,PTCS 7 - Unsung Heroes  SS Willy Adames  MIL  2021,0,N,-1,74,86,107,102,88,62,78,66,77,110,93,56,90,76,118,100,86,65,58,69,Normal,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,92-94,OTT,Normal,1,19,NA,NA,NA,84,74,111,64,10,7,4,NA,NA,NA,90,NA,85,NA,NA,NA,132,NA,NA,90,NA,85,NA,NA,NA,72,25,49,69,6,6,27,24,8,2,4,0,2,6,5,2,0,1,0,0,0,2,0,7.7,1.157,0.38,6,2.2,0.1,3.52,0,0,2.2,0,-0.7,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:32:19.263036
